image_id,label,long_labels
2878645903.jpg,0,Cassava Bacterial Blight (CBB)
2878649203.jpg,4,Healthy
2879533575.jpg,4,Healthy
2879937455.jpg,4,Healthy
288071387.jpg,4,Healthy
2882878269.jpg,4,Healthy
2882936489.jpg,3,Cassava Mosaic Disease (CMD)
2883095931.jpg,4,Healthy
2883197324.jpg,4,Healthy
2883262414.jpg,4,Healthy
2884234372.jpg,2,Cassava Green Mottle (CGM)
2885347871.jpg,2,Cassava Green Mottle (CGM)
2885612142.jpg,2,Cassava Green Mottle (CGM)
2886129044.jpg,3,Cassava Mosaic Disease (CMD)
288659621.jpg,4,Healthy
2886723600.jpg,4,Healthy
2886957597.jpg,4,Healthy
288799887.jpg,3,Cassava Mosaic Disease (CMD)
2888341148.jpg,4,Healthy
2888640560.jpg,2,Cassava Green Mottle (CGM)
2889729749.jpg,1,Cassava Brown Streak Disease (CBSD)
2889748854.jpg,4,Healthy
2892378347.jpg,1,Cassava Brown Streak Disease (CBSD)
2892596636.jpg,0,Cassava Bacterial Blight (CBB)
2893323611.jpg,4,Healthy
2895326283.jpg,1,Cassava Brown Streak Disease (CBSD)
2895516446.jpg,2,Cassava Green Mottle (CGM)
2896139543.jpg,4,Healthy
2896421172.jpg,0,Cassava Bacterial Blight (CBB)
2897788070.jpg,4,Healthy
2898656244.jpg,4,Healthy
2899766947.jpg,3,Cassava Mosaic Disease (CMD)
2900062075.jpg,4,Healthy
2900358296.jpg,4,Healthy
2900385271.jpg,3,Cassava Mosaic Disease (CMD)
2901223259.jpg,4,Healthy
2901563947.jpg,2,Cassava Green Mottle (CGM)
2901708909.jpg,3,Cassava Mosaic Disease (CMD)
2902868947.jpg,4,Healthy
290330172.jpg,4,Healthy
2903545051.jpg,1,Cassava Brown Streak Disease (CBSD)
2904485094.jpg,2,Cassava Green Mottle (CGM)
2905433618.jpg,4,Healthy
2905887778.jpg,4,Healthy
2906219922.jpg,2,Cassava Green Mottle (CGM)
2906577279.jpg,4,Healthy
2907186124.jpg,4,Healthy
2907284837.jpg,2,Cassava Green Mottle (CGM)
2907723622.jpg,3,Cassava Mosaic Disease (CMD)
2907829434.jpg,2,Cassava Green Mottle (CGM)
290799533.jpg,4,Healthy
2908034482.jpg,4,Healthy
2908850591.jpg,4,Healthy
2909436722.jpg,4,Healthy
291050311.jpg,0,Cassava Bacterial Blight (CBB)
2910809830.jpg,4,Healthy
2911476555.jpg,4,Healthy
291224369.jpg,3,Cassava Mosaic Disease (CMD)
2912509098.jpg,2,Cassava Green Mottle (CGM)
2912577934.jpg,4,Healthy
2913981436.jpg,1,Cassava Brown Streak Disease (CBSD)
2914141395.jpg,4,Healthy
2915539500.jpg,0,Cassava Bacterial Blight (CBB)
2916689767.jpg,4,Healthy
2919116944.jpg,4,Healthy
2919191104.jpg,1,Cassava Brown Streak Disease (CBSD)
2919802087.jpg,2,Cassava Green Mottle (CGM)
2920798001.jpg,4,Healthy
2921818611.jpg,2,Cassava Green Mottle (CGM)
2922538939.jpg,4,Healthy
2922748585.jpg,2,Cassava Green Mottle (CGM)
292381950.jpg,4,Healthy
2924102968.jpg,2,Cassava Green Mottle (CGM)
2926455089.jpg,2,Cassava Green Mottle (CGM)
2927770833.jpg,0,Cassava Bacterial Blight (CBB)
2927894622.jpg,4,Healthy
2929245875.jpg,4,Healthy
2930198832.jpg,1,Cassava Brown Streak Disease (CBSD)
2932210794.jpg,4,Healthy
2932250281.jpg,4,Healthy
2933075952.jpg,2,Cassava Green Mottle (CGM)
2933959901.jpg,0,Cassava Bacterial Blight (CBB)
2934003853.jpg,1,Cassava Brown Streak Disease (CBSD)
2934031861.jpg,2,Cassava Green Mottle (CGM)
2934115703.jpg,4,Healthy
2938739855.jpg,4,Healthy
2939800757.jpg,4,Healthy
2939949397.jpg,2,Cassava Green Mottle (CGM)
294001049.jpg,4,Healthy
29400522.jpg,0,Cassava Bacterial Blight (CBB)
2940233284.jpg,0,Cassava Bacterial Blight (CBB)
2940769797.jpg,4,Healthy
2941744909.jpg,2,Cassava Green Mottle (CGM)
294295655.jpg,4,Healthy
2943837219.jpg,4,Healthy
2944161091.jpg,0,Cassava Bacterial Blight (CBB)
2944420316.jpg,4,Healthy
2944536503.jpg,0,Cassava Bacterial Blight (CBB)
2944944834.jpg,1,Cassava Brown Streak Disease (CBSD)
2945358749.jpg,4,Healthy
2945652044.jpg,0,Cassava Bacterial Blight (CBB)
2945964157.jpg,0,Cassava Bacterial Blight (CBB)
2946211830.jpg,4,Healthy
294640779.jpg,4,Healthy
2946977526.jpg,4,Healthy
294710053.jpg,2,Cassava Green Mottle (CGM)
294745170.jpg,3,Cassava Mosaic Disease (CMD)
2948468563.jpg,0,Cassava Bacterial Blight (CBB)
2950296970.jpg,2,Cassava Green Mottle (CGM)
2953439703.jpg,4,Healthy
2953610226.jpg,1,Cassava Brown Streak Disease (CBSD)
2955071995.jpg,0,Cassava Bacterial Blight (CBB)
2955295994.jpg,4,Healthy
2956539470.jpg,4,Healthy
2956931145.jpg,3,Cassava Mosaic Disease (CMD)
2957187992.jpg,4,Healthy
295733469.jpg,4,Healthy
2958183891.jpg,1,Cassava Brown Streak Disease (CBSD)
2958407027.jpg,4,Healthy
2959379698.jpg,2,Cassava Green Mottle (CGM)
2960107815.jpg,4,Healthy
2961796760.jpg,2,Cassava Green Mottle (CGM)
2962857550.jpg,4,Healthy
2962905359.jpg,3,Cassava Mosaic Disease (CMD)
2963247427.jpg,3,Cassava Mosaic Disease (CMD)
2963358758.jpg,1,Cassava Brown Streak Disease (CBSD)
2963468821.jpg,4,Healthy
2963992338.jpg,3,Cassava Mosaic Disease (CMD)
2964319583.jpg,2,Cassava Green Mottle (CGM)
296929664.jpg,2,Cassava Green Mottle (CGM)
296987551.jpg,0,Cassava Bacterial Blight (CBB)
2970234083.jpg,2,Cassava Green Mottle (CGM)
2970264073.jpg,4,Healthy
2971070018.jpg,4,Healthy
2971198259.jpg,4,Healthy
2971637330.jpg,4,Healthy
2972586546.jpg,0,Cassava Bacterial Blight (CBB)
2972617511.jpg,2,Cassava Green Mottle (CGM)
2974027386.jpg,0,Cassava Bacterial Blight (CBB)
2974509713.jpg,2,Cassava Green Mottle (CGM)
2975115262.jpg,1,Cassava Brown Streak Disease (CBSD)
2975904009.jpg,4,Healthy
2976035478.jpg,4,Healthy
2976042817.jpg,4,Healthy
2977168485.jpg,2,Cassava Green Mottle (CGM)
297915316.jpg,4,Healthy
298056095.jpg,4,Healthy
2980893698.jpg,4,Healthy
2981404650.jpg,1,Cassava Brown Streak Disease (CBSD)
2982305511.jpg,0,Cassava Bacterial Blight (CBB)
2982657452.jpg,4,Healthy
298282454.jpg,0,Cassava Bacterial Blight (CBB)
2983128963.jpg,4,Healthy
2983830211.jpg,3,Cassava Mosaic Disease (CMD)
2984109922.jpg,4,Healthy
2984202132.jpg,3,Cassava Mosaic Disease (CMD)
2984964143.jpg,2,Cassava Green Mottle (CGM)
2985263971.jpg,3,Cassava Mosaic Disease (CMD)
2988359153.jpg,4,Healthy
2988461706.jpg,2,Cassava Green Mottle (CGM)
2989643303.jpg,0,Cassava Bacterial Blight (CBB)
2990618706.jpg,4,Healthy
2992863090.jpg,4,Healthy
2992877889.jpg,4,Healthy
2993583525.jpg,4,Healthy
2995416901.jpg,4,Healthy
2996324842.jpg,4,Healthy
2997913778.jpg,4,Healthy
2998136552.jpg,0,Cassava Bacterial Blight (CBB)
2998282647.jpg,0,Cassava Bacterial Blight (CBB)
2999997152.jpg,2,Cassava Green Mottle (CGM)
3001133912.jpg,4,Healthy
3002089936.jpg,4,Healthy
3002612544.jpg,1,Cassava Brown Streak Disease (CBSD)
3003859169.jpg,1,Cassava Brown Streak Disease (CBSD)
3006063417.jpg,2,Cassava Green Mottle (CGM)
3006499770.jpg,1,Cassava Brown Streak Disease (CBSD)
3007566713.jpg,0,Cassava Bacterial Blight (CBB)
3007927224.jpg,4,Healthy
3008164148.jpg,2,Cassava Green Mottle (CGM)
3009109658.jpg,2,Cassava Green Mottle (CGM)
3009386931.jpg,4,Healthy
3009725992.jpg,3,Cassava Mosaic Disease (CMD)
3010280604.jpg,0,Cassava Bacterial Blight (CBB)
3011135246.jpg,2,Cassava Green Mottle (CGM)
3011145936.jpg,4,Healthy
3012723482.jpg,4,Healthy
3013103054.jpg,1,Cassava Brown Streak Disease (CBSD)
301330816.jpg,2,Cassava Green Mottle (CGM)
3013359895.jpg,3,Cassava Mosaic Disease (CMD)
3013901544.jpg,4,Healthy
3017336712.jpg,4,Healthy
3018000932.jpg,4,Healthy
3019672013.jpg,3,Cassava Mosaic Disease (CMD)
3020362387.jpg,2,Cassava Green Mottle (CGM)
3020460837.jpg,4,Healthy
302050048.jpg,3,Cassava Mosaic Disease (CMD)
302115319.jpg,4,Healthy
3021670069.jpg,4,Healthy
3022329873.jpg,4,Healthy
3022761015.jpg,4,Healthy
3023321786.jpg,0,Cassava Bacterial Blight (CBB)
302524536.jpg,4,Healthy
3026311558.jpg,2,Cassava Green Mottle (CGM)
3026867163.jpg,2,Cassava Green Mottle (CGM)
3027608054.jpg,4,Healthy
3027631141.jpg,2,Cassava Green Mottle (CGM)
3028155719.jpg,3,Cassava Mosaic Disease (CMD)
3028297982.jpg,4,Healthy
303061561.jpg,0,Cassava Bacterial Blight (CBB)
3031817409.jpg,4,Healthy
3031879144.jpg,0,Cassava Bacterial Blight (CBB)
3031973712.jpg,4,Healthy
3035140922.jpg,4,Healthy
3035716224.jpg,4,Healthy
3035759546.jpg,3,Cassava Mosaic Disease (CMD)
3038956872.jpg,1,Cassava Brown Streak Disease (CBSD)
3039373303.jpg,2,Cassava Green Mottle (CGM)
3039675754.jpg,4,Healthy
3040456799.jpg,4,Healthy
3040986534.jpg,4,Healthy
3042292188.jpg,4,Healthy
3043620749.jpg,2,Cassava Green Mottle (CGM)
3043835892.jpg,2,Cassava Green Mottle (CGM)
3043906559.jpg,4,Healthy
304404998.jpg,4,Healthy
3044190781.jpg,4,Healthy
3044369161.jpg,3,Cassava Mosaic Disease (CMD)
3044677012.jpg,4,Healthy
3045897535.jpg,3,Cassava Mosaic Disease (CMD)
3045929721.jpg,4,Healthy
3046878913.jpg,2,Cassava Green Mottle (CGM)
3050523827.jpg,4,Healthy
3050652741.jpg,3,Cassava Mosaic Disease (CMD)
3051314649.jpg,4,Healthy
3054792643.jpg,4,Healthy
3056477095.jpg,0,Cassava Bacterial Blight (CBB)
3057497709.jpg,2,Cassava Green Mottle (CGM)
3057793137.jpg,0,Cassava Bacterial Blight (CBB)
3057848148.jpg,1,Cassava Brown Streak Disease (CBSD)
3058319493.jpg,4,Healthy
3058561440.jpg,1,Cassava Brown Streak Disease (CBSD)
3058897297.jpg,4,Healthy
3059062669.jpg,4,Healthy
3059290007.jpg,4,Healthy
3059720126.jpg,2,Cassava Green Mottle (CGM)
3063643344.jpg,2,Cassava Green Mottle (CGM)
3063664576.jpg,4,Healthy
3063789590.jpg,4,Healthy
3066634171.jpg,3,Cassava Mosaic Disease (CMD)
3068464619.jpg,4,Healthy
3070076859.jpg,4,Healthy
3070545671.jpg,3,Cassava Mosaic Disease (CMD)
3070576452.jpg,1,Cassava Brown Streak Disease (CBSD)
3073238981.jpg,1,Cassava Brown Streak Disease (CBSD)
3073578752.jpg,2,Cassava Green Mottle (CGM)
3074080529.jpg,4,Healthy
3074332326.jpg,2,Cassava Green Mottle (CGM)
3077845683.jpg,0,Cassava Bacterial Blight (CBB)
3078295332.jpg,2,Cassava Green Mottle (CGM)
3078389693.jpg,3,Cassava Mosaic Disease (CMD)
307868355.jpg,3,Cassava Mosaic Disease (CMD)
3078964330.jpg,4,Healthy
3079000807.jpg,3,Cassava Mosaic Disease (CMD)
3079888701.jpg,4,Healthy
3082130053.jpg,2,Cassava Green Mottle (CGM)
3083709304.jpg,4,Healthy
3085440105.jpg,4,Healthy
3085561722.jpg,4,Healthy
3085900974.jpg,4,Healthy
3088191583.jpg,4,Healthy
3088622958.jpg,0,Cassava Bacterial Blight (CBB)
3089245130.jpg,1,Cassava Brown Streak Disease (CBSD)
3089786786.jpg,1,Cassava Brown Streak Disease (CBSD)
3090899728.jpg,2,Cassava Green Mottle (CGM)
3090978952.jpg,4,Healthy
3092276386.jpg,4,Healthy
3092422999.jpg,0,Cassava Bacterial Blight (CBB)
3092828212.jpg,1,Cassava Brown Streak Disease (CBSD)
3093623574.jpg,2,Cassava Green Mottle (CGM)
3094956073.jpg,0,Cassava Bacterial Blight (CBB)
3094965725.jpg,4,Healthy
3097440014.jpg,0,Cassava Bacterial Blight (CBB)
3097661849.jpg,4,Healthy
3097941467.jpg,0,Cassava Bacterial Blight (CBB)
3098906438.jpg,2,Cassava Green Mottle (CGM)
3099133132.jpg,2,Cassava Green Mottle (CGM)
309920950.jpg,4,Healthy
3099277149.jpg,4,Healthy
3099435393.jpg,4,Healthy
3099609782.jpg,0,Cassava Bacterial Blight (CBB)
3099904843.jpg,4,Healthy
3099914588.jpg,4,Healthy
3101032128.jpg,4,Healthy
3101248126.jpg,1,Cassava Brown Streak Disease (CBSD)
3102370100.jpg,4,Healthy
310240981.jpg,4,Healthy
3106298633.jpg,4,Healthy
3107644192.jpg,4,Healthy
310957508.jpg,1,Cassava Brown Streak Disease (CBSD)
3110035366.jpg,4,Healthy
3110823756.jpg,4,Healthy
3112183451.jpg,3,Cassava Mosaic Disease (CMD)
3113793964.jpg,3,Cassava Mosaic Disease (CMD)
3113843091.jpg,4,Healthy
3116498490.jpg,0,Cassava Bacterial Blight (CBB)
3116602626.jpg,4,Healthy
3117103007.jpg,4,Healthy
3117191836.jpg,2,Cassava Green Mottle (CGM)
3118293114.jpg,4,Healthy
3118623824.jpg,4,Healthy
3119298404.jpg,3,Cassava Mosaic Disease (CMD)
3119633613.jpg,4,Healthy
3120113567.jpg,3,Cassava Mosaic Disease (CMD)
3120171714.jpg,3,Cassava Mosaic Disease (CMD)
312043582.jpg,3,Cassava Mosaic Disease (CMD)
3121522599.jpg,4,Healthy
3122760139.jpg,4,Healthy
3124674397.jpg,3,Cassava Mosaic Disease (CMD)
3125522990.jpg,2,Cassava Green Mottle (CGM)
3126103788.jpg,0,Cassava Bacterial Blight (CBB)
3126696143.jpg,4,Healthy
3128703922.jpg,3,Cassava Mosaic Disease (CMD)
3131606113.jpg,4,Healthy
3132206324.jpg,2,Cassava Green Mottle (CGM)
3133830845.jpg,4,Healthy
3134495079.jpg,0,Cassava Bacterial Blight (CBB)
3134964669.jpg,4,Healthy
3135673078.jpg,3,Cassava Mosaic Disease (CMD)
3136330452.jpg,4,Healthy
3136654631.jpg,4,Healthy
3140226583.jpg,1,Cassava Brown Streak Disease (CBSD)
3140915827.jpg,3,Cassava Mosaic Disease (CMD)
3140977512.jpg,1,Cassava Brown Streak Disease (CBSD)
3141282286.jpg,2,Cassava Green Mottle (CGM)
314175675.jpg,4,Healthy
3142068240.jpg,4,Healthy
3142477676.jpg,0,Cassava Bacterial Blight (CBB)
3143201252.jpg,4,Healthy
3143832551.jpg,0,Cassava Bacterial Blight (CBB)
31445437.jpg,1,Cassava Brown Streak Disease (CBSD)
3145689782.jpg,4,Healthy
314571424.jpg,1,Cassava Brown Streak Disease (CBSD)
314599917.jpg,4,Healthy
3146245132.jpg,3,Cassava Mosaic Disease (CMD)
3147511199.jpg,4,Healthy
3149481755.jpg,3,Cassava Mosaic Disease (CMD)
315046129.jpg,4,Healthy
3151010218.jpg,4,Healthy
3151081789.jpg,4,Healthy
3151426165.jpg,3,Cassava Mosaic Disease (CMD)
3151771502.jpg,4,Healthy
3152107203.jpg,3,Cassava Mosaic Disease (CMD)
3153794511.jpg,4,Healthy
3155629912.jpg,3,Cassava Mosaic Disease (CMD)
3158054107.jpg,2,Cassava Green Mottle (CGM)
3158652079.jpg,4,Healthy
3159203508.jpg,4,Healthy
3161381018.jpg,4,Healthy
3161570482.jpg,3,Cassava Mosaic Disease (CMD)
3162418489.jpg,0,Cassava Bacterial Blight (CBB)
3162830906.jpg,4,Healthy
3162831635.jpg,0,Cassava Bacterial Blight (CBB)
3163012106.jpg,0,Cassava Bacterial Blight (CBB)
3163179482.jpg,2,Cassava Green Mottle (CGM)
3163389622.jpg,2,Cassava Green Mottle (CGM)
3163683583.jpg,2,Cassava Green Mottle (CGM)
316423437.jpg,0,Cassava Bacterial Blight (CBB)
3165944618.jpg,4,Healthy
3169385678.jpg,4,Healthy
316988889.jpg,4,Healthy
3170246612.jpg,4,Healthy
3171283572.jpg,4,Healthy
3172927521.jpg,4,Healthy
317345345.jpg,4,Healthy
3174024778.jpg,2,Cassava Green Mottle (CGM)
3174117407.jpg,2,Cassava Green Mottle (CGM)
3175131479.jpg,2,Cassava Green Mottle (CGM)
3175363969.jpg,2,Cassava Green Mottle (CGM)
3176059976.jpg,4,Healthy
3176510167.jpg,4,Healthy
3177646641.jpg,3,Cassava Mosaic Disease (CMD)
3179751044.jpg,2,Cassava Green Mottle (CGM)
318003084.jpg,4,Healthy
3180112687.jpg,2,Cassava Green Mottle (CGM)
3180218586.jpg,3,Cassava Mosaic Disease (CMD)
3180565716.jpg,4,Healthy
318227226.jpg,2,Cassava Green Mottle (CGM)
3183287090.jpg,4,Healthy
3184292480.jpg,4,Healthy
3184771451.jpg,4,Healthy
3184864595.jpg,3,Cassava Mosaic Disease (CMD)
3185116011.jpg,4,Healthy
3186872066.jpg,2,Cassava Green Mottle (CGM)
3187229916.jpg,4,Healthy
3187558480.jpg,4,Healthy
3188110655.jpg,4,Healthy
3188367087.jpg,4,Healthy
3188464831.jpg,4,Healthy
3189714226.jpg,4,Healthy
3190228731.jpg,2,Cassava Green Mottle (CGM)
3190783471.jpg,4,Healthy
3190970408.jpg,2,Cassava Green Mottle (CGM)
3193368098.jpg,4,Healthy
3195152645.jpg,3,Cassava Mosaic Disease (CMD)
3195215192.jpg,0,Cassava Bacterial Blight (CBB)
3195527242.jpg,4,Healthy
3196320591.jpg,3,Cassava Mosaic Disease (CMD)
3197802027.jpg,0,Cassava Bacterial Blight (CBB)
3198640904.jpg,4,Healthy
319910228.jpg,4,Healthy
319927039.jpg,0,Cassava Bacterial Blight (CBB)
3199430859.jpg,3,Cassava Mosaic Disease (CMD)
3199571684.jpg,1,Cassava Brown Streak Disease (CBSD)
320018774.jpg,4,Healthy
3202612395.jpg,4,Healthy
3203412332.jpg,0,Cassava Bacterial Blight (CBB)
3203849568.jpg,4,Healthy
3203940789.jpg,1,Cassava Brown Streak Disease (CBSD)
3204228673.jpg,3,Cassava Mosaic Disease (CMD)
3205585005.jpg,0,Cassava Bacterial Blight (CBB)
3205640765.jpg,4,Healthy
3206142630.jpg,3,Cassava Mosaic Disease (CMD)
3208135631.jpg,4,Healthy
3208609885.jpg,4,Healthy
3208851813.jpg,3,Cassava Mosaic Disease (CMD)
3209363039.jpg,2,Cassava Green Mottle (CGM)
3213489228.jpg,3,Cassava Mosaic Disease (CMD)
3213680701.jpg,2,Cassava Green Mottle (CGM)
3213687782.jpg,3,Cassava Mosaic Disease (CMD)
3214130849.jpg,4,Healthy
3214572366.jpg,4,Healthy
3216015057.jpg,3,Cassava Mosaic Disease (CMD)
3216421473.jpg,4,Healthy
3218992667.jpg,4,Healthy
3219226576.jpg,0,Cassava Bacterial Blight (CBB)
3219439906.jpg,0,Cassava Bacterial Blight (CBB)
3219569392.jpg,4,Healthy
3220061337.jpg,3,Cassava Mosaic Disease (CMD)
3221655507.jpg,0,Cassava Bacterial Blight (CBB)
3221754335.jpg,4,Healthy
3222453673.jpg,2,Cassava Green Mottle (CGM)
3222771047.jpg,1,Cassava Brown Streak Disease (CBSD)
3223559298.jpg,3,Cassava Mosaic Disease (CMD)
3225476666.jpg,2,Cassava Green Mottle (CGM)
3227289141.jpg,4,Healthy
3227590908.jpg,4,Healthy
3227667303.jpg,1,Cassava Brown Streak Disease (CBSD)
3227870524.jpg,1,Cassava Brown Streak Disease (CBSD)
3229676096.jpg,4,Healthy
3229687331.jpg,4,Healthy
3231201573.jpg,2,Cassava Green Mottle (CGM)
3232686403.jpg,4,Healthy
3232846318.jpg,3,Cassava Mosaic Disease (CMD)
3232885569.jpg,4,Healthy
323293221.jpg,2,Cassava Green Mottle (CGM)
3234169985.jpg,3,Cassava Mosaic Disease (CMD)
3234532653.jpg,4,Healthy
3234847067.jpg,0,Cassava Bacterial Blight (CBB)
3234915269.jpg,0,Cassava Bacterial Blight (CBB)
323643243.jpg,2,Cassava Green Mottle (CGM)
3237320140.jpg,1,Cassava Brown Streak Disease (CBSD)
3237815335.jpg,4,Healthy
3238426139.jpg,4,Healthy
3238704279.jpg,4,Healthy
324027470.jpg,2,Cassava Green Mottle (CGM)
3240436783.jpg,1,Cassava Brown Streak Disease (CBSD)
3240471476.jpg,4,Healthy
3241388791.jpg,4,Healthy
3242699684.jpg,4,Healthy
3243085170.jpg,0,Cassava Bacterial Blight (CBB)
3243392252.jpg,4,Healthy
3246576507.jpg,4,Healthy
3246642151.jpg,0,Cassava Bacterial Blight (CBB)
3247350165.jpg,4,Healthy
3247553763.jpg,4,Healthy
3247645012.jpg,4,Healthy
3247843719.jpg,2,Cassava Green Mottle (CGM)
3248325951.jpg,2,Cassava Green Mottle (CGM)
3249179889.jpg,0,Cassava Bacterial Blight (CBB)
3249336274.jpg,0,Cassava Bacterial Blight (CBB)
3250428220.jpg,1,Cassava Brown Streak Disease (CBSD)
3251222806.jpg,4,Healthy
3251464072.jpg,0,Cassava Bacterial Blight (CBB)
3252706161.jpg,3,Cassava Mosaic Disease (CMD)
3253079818.jpg,4,Healthy
3253305739.jpg,0,Cassava Bacterial Blight (CBB)
3253799470.jpg,2,Cassava Green Mottle (CGM)
3254803718.jpg,4,Healthy
325567514.jpg,4,Healthy
3255912771.jpg,4,Healthy
3256753501.jpg,2,Cassava Green Mottle (CGM)
3257227990.jpg,0,Cassava Bacterial Blight (CBB)
3258706928.jpg,4,Healthy
3258749650.jpg,4,Healthy
3259397427.jpg,3,Cassava Mosaic Disease (CMD)
3259817213.jpg,4,Healthy
3260907115.jpg,2,Cassava Green Mottle (CGM)
3261368099.jpg,2,Cassava Green Mottle (CGM)
3265398947.jpg,4,Healthy
326596379.jpg,4,Healthy
326599295.jpg,2,Cassava Green Mottle (CGM)
3267306018.jpg,4,Healthy
3267685049.jpg,2,Cassava Green Mottle (CGM)
326839479.jpg,4,Healthy
3269646431.jpg,0,Cassava Bacterial Blight (CBB)
3269770474.jpg,3,Cassava Mosaic Disease (CMD)
3269782382.jpg,4,Healthy
3269939470.jpg,1,Cassava Brown Streak Disease (CBSD)
3271104064.jpg,2,Cassava Green Mottle (CGM)
3271313528.jpg,4,Healthy
32717492.jpg,2,Cassava Green Mottle (CGM)
327273475.jpg,0,Cassava Bacterial Blight (CBB)
3272750945.jpg,3,Cassava Mosaic Disease (CMD)
3272887420.jpg,2,Cassava Green Mottle (CGM)
327309944.jpg,2,Cassava Green Mottle (CGM)
3275448678.jpg,3,Cassava Mosaic Disease (CMD)
3276257158.jpg,4,Healthy
3276656729.jpg,4,Healthy
3278657950.jpg,4,Healthy
3278774878.jpg,3,Cassava Mosaic Disease (CMD)
3279234620.jpg,4,Healthy
3279881598.jpg,1,Cassava Brown Streak Disease (CBSD)
3281750084.jpg,4,Healthy
3282595090.jpg,4,Healthy
3283270801.jpg,4,Healthy
3283292871.jpg,0,Cassava Bacterial Blight (CBB)
3286178995.jpg,3,Cassava Mosaic Disease (CMD)
3289986496.jpg,2,Cassava Green Mottle (CGM)
3290333742.jpg,2,Cassava Green Mottle (CGM)
3290949725.jpg,0,Cassava Bacterial Blight (CBB)
3291696815.jpg,4,Healthy
3292343702.jpg,2,Cassava Green Mottle (CGM)
3292412777.jpg,4,Healthy
3292807348.jpg,4,Healthy
3293593485.jpg,0,Cassava Bacterial Blight (CBB)
3294433487.jpg,1,Cassava Brown Streak Disease (CBSD)
3294628628.jpg,3,Cassava Mosaic Disease (CMD)
3294864038.jpg,4,Healthy
3296532916.jpg,4,Healthy
3297278191.jpg,4,Healthy
3298994120.jpg,0,Cassava Bacterial Blight (CBB)
329996274.jpg,4,Healthy
3300470808.jpg,4,Healthy
3302033830.jpg,3,Cassava Mosaic Disease (CMD)
3303165486.jpg,3,Cassava Mosaic Disease (CMD)
3304963858.jpg,2,Cassava Green Mottle (CGM)
3305821160.jpg,4,Healthy
3305945509.jpg,1,Cassava Brown Streak Disease (CBSD)
3308167803.jpg,4,Healthy
3308361838.jpg,4,Healthy
3310982329.jpg,4,Healthy
3311927682.jpg,4,Healthy
3312551187.jpg,1,Cassava Brown Streak Disease (CBSD)
3312736716.jpg,1,Cassava Brown Streak Disease (CBSD)
3315008356.jpg,3,Cassava Mosaic Disease (CMD)
3315826749.jpg,0,Cassava Bacterial Blight (CBB)
33163324.jpg,2,Cassava Green Mottle (CGM)
3316874782.jpg,4,Healthy
3317926809.jpg,2,Cassava Green Mottle (CGM)
3318816619.jpg,4,Healthy
3319077836.jpg,1,Cassava Brown Streak Disease (CBSD)
3321193739.jpg,4,Healthy
3321211825.jpg,3,Cassava Mosaic Disease (CMD)
3323965689.jpg,2,Cassava Green Mottle (CGM)
3324645534.jpg,4,Healthy
3324881806.jpg,2,Cassava Green Mottle (CGM)
3324977995.jpg,4,Healthy
3325973632.jpg,4,Healthy
332662053.jpg,4,Healthy
3327243247.jpg,3,Cassava Mosaic Disease (CMD)
3327250048.jpg,0,Cassava Bacterial Blight (CBB)
3329131799.jpg,4,Healthy
3329640569.jpg,4,Healthy
3330912544.jpg,3,Cassava Mosaic Disease (CMD)
3331601570.jpg,0,Cassava Bacterial Blight (CBB)
3331923226.jpg,4,Healthy
3333666077.jpg,3,Cassava Mosaic Disease (CMD)
3334543433.jpg,0,Cassava Bacterial Blight (CBB)
3335121390.jpg,0,Cassava Bacterial Blight (CBB)
3336095258.jpg,4,Healthy
3337773185.jpg,3,Cassava Mosaic Disease (CMD)
3338521890.jpg,2,Cassava Green Mottle (CGM)
3338988321.jpg,1,Cassava Brown Streak Disease (CBSD)
3339442833.jpg,4,Healthy
333968590.jpg,2,Cassava Green Mottle (CGM)
3339923406.jpg,4,Healthy
3340835800.jpg,4,Healthy
3341661960.jpg,1,Cassava Brown Streak Disease (CBSD)
3342257718.jpg,4,Healthy
3342824780.jpg,3,Cassava Mosaic Disease (CMD)
3343110057.jpg,1,Cassava Brown Streak Disease (CBSD)
3343661138.jpg,2,Cassava Green Mottle (CGM)
3343671398.jpg,4,Healthy
3343910675.jpg,4,Healthy
3344007463.jpg,1,Cassava Brown Streak Disease (CBSD)
3344412896.jpg,4,Healthy
3345615928.jpg,4,Healthy
3345887379.jpg,4,Healthy
3346048761.jpg,2,Cassava Green Mottle (CGM)
3346469766.jpg,0,Cassava Bacterial Blight (CBB)
3346966351.jpg,1,Cassava Brown Streak Disease (CBSD)
3349716864.jpg,2,Cassava Green Mottle (CGM)
3350363363.jpg,4,Healthy
3350533771.jpg,4,Healthy
3351784812.jpg,4,Healthy
335204978.jpg,4,Healthy
335378674.jpg,0,Cassava Bacterial Blight (CBB)
335513070.jpg,4,Healthy
3355673967.jpg,3,Cassava Mosaic Disease (CMD)
3356154075.jpg,4,Healthy
3356818703.jpg,4,Healthy
3357188995.jpg,2,Cassava Green Mottle (CGM)
3357707292.jpg,4,Healthy
335787453.jpg,0,Cassava Bacterial Blight (CBB)
3361317754.jpg,0,Cassava Bacterial Blight (CBB)
3361738601.jpg,4,Healthy
3361965890.jpg,4,Healthy
3362743829.jpg,4,Healthy
3362755131.jpg,3,Cassava Mosaic Disease (CMD)
336299725.jpg,2,Cassava Green Mottle (CGM)
3363529103.jpg,3,Cassava Mosaic Disease (CMD)
3363710081.jpg,4,Healthy
